date;account;other_account;name;balance_after_transaction;transaction_value
2022-04-14;NL18INGB8743112544;NL50INGB7082086296;Anne Van Slyke;717.9499999999997;25.0
2022-04-17;NL18INGB8743112544;NL50INGB7082086296;Anne Van Slyke;721.9499999999997;4.0
2022-04-21;NL18INGB8743112544;NL50INGB7082086296;Anne Van Slyke;724.9499999999997;3.0
2022-04-24;NL18INGB8743112544;NL50INGB7082086296;Anne Van Slyke;728.9499999999997;4.0
2022-04-24;NL18INGB8743112544;NL32ABNA4438120233;DIRK VDBROEK FIL3489;727.6399999999998;-1.31
2022-04-25;NL18INGB8743112544;NL32ABNA4438120233;DIRK VDBROEK FIL3489;725.9099999999997;-1.73
2022-04-26;NL18INGB8743112544;NL50INGB7082086296;Anne Van Slyke;728.9099999999997;3.0
2022-04-30;NL18INGB8743112544;NL57RABO4787393871;Snackbar Pieters;727.7699999999998;-1.14
2022-05-01;NL18INGB8743112544;NL50INGB7082086296;Anne Van Slyke;731.7699999999998;4.0
2022-05-04;NL18INGB8743112544;NL50INGB7082086296;Anne Van Slyke;732.7699999999998;1.0
2022-05-16;NL18INGB8743112544;NL50INGB7082086296;Anne Van Slyke;736.7699999999998;4.0
